NORAD Number,COSPAR Number,Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Expected Lifetime (yrs.)
39163,2013-022A,GEO - Equatorial,7.0,35784,35794,0.0001282906553086673,0.03,1436.21,5404.0,15.0
44334,2019-034B,GEO - Equatorial,7.0,35678,35702,0.0003086816720257235,0,1436.0,3400.0,15.0
40875,2015-039B,GEO - Equatorial,-8.0,35773,35814,0.000525930961940557,0.1,1436.1,5800.0,15.0
41310,2016-005A,GEO - Equatorial,9.0,35780,35792,0.00015396063739703882,0.08,1436.06,5200.0,15.0
29270,2006-032A,GEO - Equatorial,13.08,35759,35812,0.0006800015396261275,0.02,1436.06,4900.0,15.0
33459,2008-065A,GEO - Equatorial,13.0,35786,35787,1.2829888508268864e-05,0.06,1436.09,4880.0,15.0
28945,2006-007B,GEO - Equatorial,13.0,35775,35799,0.0003079133737041979,0.07,1436.1,4100.0,15.0
54048,2022-134A,GEO - Equatorial,13.0,35788,35799,0.00014110342881332017,0.01,1436.0,4500.0,15.0
54225,2022-146A,GEO - Equatorial,13.0,35789,353798,0.803140239975553,0,1436.1,4500.0,15.0
37258,2010-069A,GEO - Equatorial,9.0,35714,35856,0.0018219142930459328,0.13,1436.01,6150.0,15.0
45027,2020-005B,GEO - Equatorial,14.0,35700,35700,0.0,0,1436.0,3618.0,15.0
53765,2022-110A,GEO - Equatorial,3.0,35782,35805,0.0002950344420642149,0.1,1436.1,6400.0,15.0
49056,2021-069B,GEO - Equatorial,48.0,35728,35772,0.0005650443046102478,0,1436.0,3461.0,15.0
37793,2011-044F,LEO - Sun-Synchronous,0.0,627,694,0.0087114809517618,98.2,98.0,12.0,
40936,2015-052G,LEO - Equatorial,0.0,630,649,0.002483984834618904,6,97.5,6.0,
43819,2018-099BP,LEO - Sun-Synchronous,0.0,569,588,0.0025242460475621096,97.7,96.3,155.0,
47319,2021-002L,LEO - Non-Polar Inclined,0.0,493,512,0.0025762711864406778,60.7,94.7,4.0,
45986,2020-053B,GEO - Equatorial,96.5,35781,35785,5.1324163416136314e-05,0.1,1436.1,2150.0,15.0
45985,2020-053A,GEO - Equatorial,80.0,35781,35785,5.1324163416136314e-05,0.1,1436.1,2150.0,15.0
28707,2005-023A,GEO - Equatorial,103.0,35777,35795,0.00023094095609555823,0.09,1436.1,2600.0,12.0
32478,2008-003A,GEO - Equatorial,96.53,35782,35791,0.00011546899657441977,0.05,1436.1,2600.0,12.0
33595,2009-007A,GEO - Equatorial,-11.0,35987,35995,0.00010210332856851133,0.11,1446.57,2532.0,12.0
39487,2013-077A,GEO - Equatorial,140.0,35420,35940,0.006689823748874308,0.08,1430.6,3400.0,15.0
40277,2014-064A,GEO - Equatorial,53.0,34094,37636,0.045352112676056336,0.53,1440.09,3358.0,15.0
40505,2015-012A,GEO - Equatorial,40.0,35777,35796,0.0002437678816571084,0.01,1436.1,5720.0,15.0
40895,2015-048A,GEO - Equatorial,-14.0,35784,35788,5.132021246567961e-05,0.03,1436.09,2100.0,15.0
41191,2015-082A,GEO - Equatorial,36.0,35792,35795,3.848275331272368e-05,0.1,1436.1,2700.0,15.0
50001,2021-123A,GEO - Equatorial,103.0,16324,52810,0.4832326764144946,1.67,1436.1,2150.0,15.0
50002,2021-123B,GEO - Equatorial,145.0,16334,52810,0.4830362581772916,1.65,1436.1,1980.0,15.0
39612,2014-010A,GEO - Equatorial,56.0,35781,35804,0.00029504201141684303,0.06,1436.4,1726.0,15.0
39613,2014-010B,GEO - Equatorial,140.0,35609,35715,0.0013643267176358534,0.1,1429.75,1427.0,15.0
43775,2018-099T,LEO - Sun-Synchronous,0.0,572,588,0.0021248339973439574,97.7,96.3,4.0,2.0
44877,2019-092E,LEO - Sun-Synchronous,0.0,507,524,0.0022969868936630186,97.4,94.9,5.0,
43721,2018-096C,LEO - Sun-Synchronous,0.0,476,500,0.003267084127416281,97.5,95.0,5.0,
47226,2020-090A,LEO - Sun-Synchronous,0.0,597,599,0.0002643404705260375,97.9,96.7,1180.0,5.0
30776,2007-006E,LEO - Non-Polar Inclined,0.0,538,540,0.0002685284640171858,35.4,95.4,46.0,
43815,2018-099BK,LEO - Sun-Synchronous,0.0,572,591,0.0025222354971458916,97.7,96.3,181.0,
44347,2019-036J,HEO,0.0,305,850,0.07242524916943521,28.5,96.2,5.0,
45610,2020-029B,LEO - Non-Polar Inclined,0.0,389,389,0.0,45,92.3,136.0,
48924,2021-059AX,LEO - Sun-Synchronous,0.0,513,532,0.002562373567093729,97.5,95.2,10.0,
37227,2010-062F,LEO - Polar,0.0,627,654,0.003528950463991635,71.97,97.54,55.0,
43192,2018-015A,LEO - Sun-Synchronous,0.0,440,508,0.009292156326865263,97.2,94.0,3.0,
38998,2012-064B,LEO - Sun-Synchronous,0.0,488,500,0.0016308779559662953,97.35,94.49,160.0,
38049,2012-002A,GEO - Equatorial,112.0,35760,35816,0.0007184461037128268,2.19,1436.19,1390.0,3.0
40367,2014-090A,GEO - Equatorial,99.5,35770,35800,0.00038491147036181676,2.27,1436.02,1390.0,
43491,2018-050A,GEO - Equatorial,79.0,35770,35804,0.0004362106127476137,2.08,1436.1,1380.0,5.0
37214,2010-059A,LEO - Sun-Synchronous,0.0,827,828,0.00012461059190031152,98.8,101.5,2300.0,
39260,2013-052A,LEO - Sun-Synchronous,0.0,827,828,0.00012461059190031152,98.81,101.45,2300.0,
43010,2017-072A,LEO - Sun-Synchronous,0.0,803,812,0.0011271133375078271,98.6,101.1,2300.0,8.0
49008,2021-062A,LEO - Sun-Synchronous,0.0,781,820,0.004892736168611215,98.7,101.1,2450.0,
41882,2016-077A,GEO - Equatorial,105.0,35768,35800,0.00041058277092047524,0.02,1436.0,5300.0,
48808,2021-047A,GEO - Equatorial,123.8,35780,35782,2.566339886054509e-05,0.08,1436.0,5300.0,
33053,2008-029A,LEO - Non-Polar Inclined,0.0,537,556,0.0025458930724909555,25.6,95.6,4303.0,
37162,2010-046A,LEO - Non-Polar Inclined,0.0,1101,1107,0.0006994637444625787,122.99,107.35,,
38109,2012-014A,LEO - Non-Polar Inclined,0.0,1068,1107,0.004564072557050907,123,107.0,,
39462,2013-072A,LEO - Non-Polar Inclined,0.0,1066,1081,0.0017611835153222965,123,106.7,,
41334,2016-010A,LEO - Non-Polar Inclined,0.0,1086,1087,0.00011705489874751258,123,106.7,,
43145,2018-005A,LEO - Non-Polar Inclined,0.0,1047,1057,0.001180080245456691,106,106.2,,
40377,2015-003B,LEO - Elliptical,0.0,437,667,0.030773347605030775,99.1,95.7,2.0,0.25
40378,2015-003C,LEO - Elliptical,0.0,444,675,0.030845239684871146,99.1,97.7,2.0,0.25
42831,2017-042G,LEO - Sun-Synchronous,0.0,586,606,0.0026448029621793175,97.6,96.6,120.0,2.0
20253,1989-077A,GEO - Equatorial,-14.74,35745,35829,0.0010776968079646925,8.97,1436.13,2310.0,5.0
42920,2017-049A,LEO - Sun-Synchronous,0.0,710,729,0.0024330900243309003,98.3,99.1,525.0,5.0
24920,1997-047A,LEO - Polar,0.0,790,823,0.004133784291619692,70,101.0,215.0,3.0
48250,2021-033C,LEO - Sun-Synchronous,0.0,494,511,0.0023050847457627118,97.4,94.7,70.0,
50984,2022-002A,LEO - Sun-Synchronous,0.0,522,535,0.0017503702706341726,97.5,94.7,1.0,
50985,2022-002B,LEO - Sun-Synchronous,0.0,517,522,0.0006748549061951681,97.5,94.7,1.0,
50990,2022-002G,LEO - Sun-Synchronous,0.0,521,535,0.0018852679773767843,97.5,94.7,1.0,
50987,2022-004D,LEO - Sun-Synchronous,0.0,518,535,0.002290179172841169,97.5,94.7,1.0,
51001,2022-005T,LEO - Sun-Synchronous,0.0,517,535,0.002425222312045271,97.5,94.7,1.0,
50991,2022-005H,LEO - Sun-Synchronous,0.0,519,535,0.0021551724137931034,97.5,94.7,1.0,
43770,2018-099N,LEO - Sun-Synchronous,0.0,574,591,0.0022561380225613803,97.7,96.3,1.5,
46292,2020-061W,LEO - Sun-Synchronous,0.0,534,538,0.0005374899220639613,97.5,94.4,10.0,
46293,2020-061X,LEO - Sun-Synchronous,0.0,534,537,0.00040317161671818305,97.5,94.4,10.0,
39444,2013-066AE,LEO - Sun-Synchronous,0.0,594,683,0.011638551065777429,97.8,97.4,1.0,
26038,1999-071A,GEO - Equatorial,-55.5,35785,35795,0.0001282873636946761,0.05,1436.11,4488.0,14.0
27715,2003-013B,GEO - Equatorial,-122.9,35775,35796,0.000269434572304692,0.05,1436.07,1760.0,15.0
27954,2003-044A,GEO - Equatorial,-126.97,35781,35790,0.00011547195955915371,0.01,1436.07,4060.0,15.0
28790,2005-030A,GEO - Equatorial,-124.96,35776,35795,0.0002437741368471023,0.01,1436.07,2086.0,15.0
28884,2005-041A,GEO - Equatorial,-132.97,35776,35795,0.0002437741368471023,0.06,1436.07,2033.0,15.0
29236,2006-023A,GEO - Equatorial,-99.02,35775,35798,0.00029508743569018383,0.01,1436.1,4640.0,15.0
31307,2007-016B,GEO - Equatorial,-91.01,35774,35799,0.00032074721270672156,0.02,1436.1,4100.0,15.0
32951,2008-024A,GEO - Equatorial,-123.02,35774,35798,0.00030792127479407764,0.02,1436.1,4642.0,15.0
33376,2008-045A,GEO - Equatorial,-97.08,35776,35796,0.00025660106232839805,0.05,1436.1,4690.0,15.0
24812,1997-026A,GEO - Equatorial,-93.09,35771,35801,0.0003849015934925971,0.03,1436.08,3515.0,13.0
28702,2005-022A,GEO - Equatorial,-88.96,35775,35798,0.00029508743569018383,0.01,1436.1,5493.0,13.0
46114,2020-056C,GEO - Equatorial,-125.0,35523,35528,6.45819609666628e-05,0.01,1436.1,3298.0,15.0
54026,2022-128A,GEO - Equatorial,-133.0,35777,35795,0.00023094095609555823,0.01,1436.1,3650.0,15.0
54027,2022-128B,GEO - Equatorial,-129.0,35732,35748,0.00020552344251766218,0.02,1436.1,3695.0,15.0
27445,2002-030A,GEO - Equatorial,-95.02,35784,35788,5.132021246567961e-05,0.01,1436.11,4860.0,15.0
40128,2014-050A,HEO - Non-Polar Inclined,0.0,17231,25971,0.17630920681029613,49.78,776.25,733.0,12.0
41549,2016-030A,MEO - Non-Polar Inclined,0.0,23272,23280,0.00015116586674728845,57.4,847.01,723.0,12.0
41550,2016-030B,MEO - Non-Polar Inclined,0.0,23483,23530,0.0008804300994698687,57.4,856.9,723.0,12.0
41860,2016-069B,MEO - Non-Polar Inclined,0.0,23039,23055,0.0003049710277523635,54.6,846.0,723.0,12.0
41861,2016-069C,MEO - Non-Polar Inclined,0.0,22982,22982,0.0,54.6,834.0,723.0,12.0
41862,2016-069D,MEO - Non-Polar Inclined,0.0,23272,23296,0.00045336053496543126,54.6,847.0,723.0,12.0
43055,2017-079A,MEO - Non-Polar Inclined,0.0,23164,23184,0.0003793770628627793,56.9,842.6,715.0,12.0
43056,2017-079B,MEO - Non-Polar Inclined,0.0,22904,22927,0.00044060458611903984,57.01,831.6,715.0,12.0
43057,2017-079C,MEO - Non-Polar Inclined,0.0,22905,22918,0.00024907554652922804,56.9,831.4,715.0,12.0
43058,2017-079D,MEO - Non-Polar Inclined,0.0,22903,23149,0.004692686276754034,57.1,830.9,715.0,12.0
43566,2018-060C,MEO - Non-Polar Inclined,0.0,23233,23250,0.000321646831778707,56.3,840.2,715.0,12.0
40129,2014-050B,HEO - Non-Polar Inclined,0.0,13810,25918,0.26265781595730836,49.77,705.11,733.0,12.0
43567,2018-060D,MEO - Non-Polar Inclined,0.0,23089,23149,0.0011405109489051094,56.3,831.2,715.0,12.0
43564,2018-060A,MEO - Non-Polar Inclined,0.0,22973,22980,0.00013378437780708292,56.3,834.2,715.0,12.0
43565,2018-060B,MEO - Non-Polar Inclined,0.0,23021,23047,0.0004958236393455128,56.3,836.6,715.0,12.0
49809,2021-116A,MEO - Non-Polar Inclined,0.0,23380,23518,0.0025906735751295338,57.1,830.9,733.0,12.0
49810,2021-116B,MEO - Non-Polar Inclined,0.0,23515,23571,0.0010475905417539658,57,830.9,733.0,12.0
40544,2015-017A,MEO - Non-Polar Inclined,0.0,23516,23574,0.0010849233071455293,55,858.55,723.0,12.0
40545,2015-017B,MEO - Non-Polar Inclined,0.0,23353,23382,0.0005460879389887958,55.1,850.5,723.0,12.0
40889,2015-045A,MEO - Non-Polar Inclined,0.0,23218,23240,0.00041644582418414475,57.1,845.0,723.0,12.0
40890,2015-045B,MEO - Non-Polar Inclined,0.0,23220,23239,0.0003596509492892161,57.1,844.0,723.0,12.0
41859,2016-069A,MEO - Non-Polar Inclined,0.0,23265,23305,0.0007555723460521345,54.6,847.0,723.0,12.0
41175,2015-079B,MEO - Non-Polar Inclined,0.0,23550,23618,0.0012701258918898727,54.96,860.51,723.0,12.0
41174,2015-079A,MEO - Non-Polar Inclined,0.0,23551,23568,0.00031782235599842957,54.95,858.34,723.0,12.0
37847,2011-060B,MEO - Non-Polar Inclined,0.0,23242,23307,0.001228292295772785,54.67,846.98,700.0,12.0
37846,2011-060A,MEO - Non-Polar Inclined,0.0,23240,23306,0.001247259807997581,54.68,846.88,700.0,12.0
38857,2012-055A,MEO - Non-Polar Inclined,0.0,23214,23233,0.0003597326618323646,55.34,844.76,700.0,12.0
38858,2012-055B,MEO - Non-Polar Inclined,0.0,23217,23227,0.00018934373461582156,55.3,844.69,700.0,12.0
39150,2013-018A,LEO - Sun-Synchronous,0.0,630,654,0.003135615364515286,98.07,97.56,1000.0,8.0
44622,2019-066A,LEO - Sun-Synchronous,0.0,611,621,0.0013154433043935806,97.8,97.03,1000.0,8.0
43259,2018-031A,LEO - Sun-Synchronous,0.0,638,642,0.0005228758169934641,98,97.5,805.0,8.0
43260,2018-031B,LEO - Sun-Synchronous,0.0,638,640,0.0002615062761506276,98,97.5,805.0,8.0
43262,2018-031D,LEO - Sun-Synchronous,0.0,638,642,0.0005228758169934641,98,97.5,805.0,8.0
43461,2018-043A,LEO - Sun-Synchronous,0.0,677,695,0.002324980625161457,98,98.4,805.0,8.0
43484,2018-048A,LEO - Sun-Synchronous,0.0,634,647,0.001699124297477454,98,97.3,1064.0,8.0
43585,2018-063A,HEO - Sun-Synchronous,0.0,241,689,0.06136986301369863,97.4,93.9,1000.0,8.0
46396,2020-064A,HEO - Sun-Synchronous,0.0,244,691,0.06119096509240246,97.3,93.9,1000.0,8.0
49492,2021-107A,HEO - Sun-Synchronous,0.0,243,695,0.061850027367268745,97.4,93.9,3000.0,8.0
44819,2019-082A,LEO - Sun-Synchronous,0.0,612,616,0.0005264543300868649,97.9,96.9,1000.0,8.0
48079,2021-026A,LEO - Sun-Synchronous,0.0,634,637,0.00039261876717707107,97.8,97.3,3000.0,8.0
52912,2022-069A,LEO - Sun-Synchronous,0.0,594,599,0.0006611133148221605,97.9,96.9,3000.0,8.0
46610,2020-071A,GEO - Equatorial,118.0,35775,35799,0.0003079133737041979,1.98,1436.13,1000.0,8.0
47231,2020-092A,LEO - Sun-Synchronous,0.0,485,495,0.0013605442176870747,97.4,94.4,1000.0,8.0
40118,2014-049A,LEO - Sun-Synchronous,0.0,620,636,0.002098085496984002,98.02,97.06,1000.0,8.0
41727,2016-049A,LEO - Polar,0.0,757,759,0.000253613999492772,98.4,99.8,1000.0,8.0
49495,2021-109A,LEO - Sun-Synchronous,0.0,737,745,0.0010188487009679063,98.4,99.8,2500.0,8.0
52200,2022-035A,LEO - Sun-Synchronous,0.0,739,746,0.0008911521323997453,98.4,99.8,2500.0,8.0
41194,2015-083A,GEO - Equatorial,105.7,35792,35796,5.130967957105108e-05,0.6,1436.1,4600.0,8.0
49122,2021-079A,LEO - Sun-Synchronous,0.0,688,695,0.0009028763059460854,98.3,98.4,4200.0,8.0
44703,2019-072A,LEO - Sun-Synchronous,0.0,487,505,0.0024449877750611247,97.5,94.5,9.0,
40701,2015-030A,LEO - Sun-Synchronous,0.0,484,492,0.0010890280424720937,97.3,94.36,1000.0,8.0
40894,2015-047A,LEO - Sun-Synchronous,0.0,618,664,0.0060115002613695765,98.01,97.54,1000.0,8.0
45625,2020-034B,LEO - Sun-Synchronous,0.0,487,502,0.0020383204239706482,97.2,94.5,1000.0,8.0
45794,2020-039A,LEO - Sun-Synchronous,0.0,485,504,0.0025818725370294875,97.3,94.5,1000.0,8.0
46025,2020-054A,LEO - Sun-Synchronous,0.0,485,505,0.002717391304347826,97.5,94.5,1000.0,8.0
46232,2020-058A,LEO - Sun-Synchronous,0.0,483,505,0.002989942919271541,97.5,94.5,1000.0,8.0
45856,2020-042A,LEO - Sun-Synchronous,0.0,631,649,0.002352941176470588,98,97.5,,
41121,2015-075A,GEO - Equatorial,76.06,35783,35805,0.00028220323764078094,0,1436.1,5000.0,
39430,2013-066Q,LEO - Sun-Synchronous,0.0,593,819,0.029041377537907993,97.7,98.9,5.0,
43065,2017-082A,LEO - Sun-Synchronous,0.0,790,793,0.0003772161448509996,98.7,100.69,2200.0,5.0
51097,2022-003D,LEO - Non-Polar Inclined,0.0,496,505,0.001221001221001221,45,95.0,4.0,
40657,2015-025G,LEO - Non-Polar Inclined,0.0,356,700,0.04632372744411527,55,95.0,10.0,
47234,2020-094A,LEO - Non-Polar Inclined,0.0,588,605,0.002247785270395346,29,96.6,150.0,
47235,2020-094B,LEO - Non-Polar Inclined,0.0,587,604,0.0022483798439359875,29,96.6,150.0,
52785,2022-058A,LEO - Non-Polar Inclined,0.0,612,625,0.0017089522807940056,50,96.9,100.0,5.0
52786,2022-058B,LEO - Non-Polar Inclined,0.0,615,622,0.0009202050742736953,50,96.9,100.0,5.0
52787,2022-058C,LEO - Non-Polar Inclined,0.0,613,624,0.0014460365452872354,50,96.9,100.0,5.0
52788,2022-058D,LEO - Non-Polar Inclined,0.0,615,621,0.0007888509071785432,50,96.9,100.0,5.0
52789,2022-058E,LEO - Non-Polar Inclined,0.0,614,623,0.0011831208097804653,50,96.9,100.0,5.0
52790,2022-058F,LEO - Non-Polar Inclined,0.0,614,623,0.0011831208097804653,50,96.9,100.0,5.0
52791,2022-058G,LEO - Non-Polar Inclined,0.0,613,624,0.0014460365452872354,50,96.9,100.0,5.0
52792,2022-058H,LEO - Non-Polar Inclined,0.0,614,624,0.0013144058885383807,50,96.9,100.0,5.0
52793,2022-058J,LEO - Non-Polar Inclined,0.0,612,626,0.001840168243953733,50,96.9,100.0,5.0
29252,2006-029A,LEO - Non-Polar Inclined,0.0,522,569,0.006299423669749364,64.5,95.6,1360.0,5.0
31789,2007-028A,LEO - Non-Polar Inclined,0.0,508,586,0.01045016077170418,64.5,95.6,1360.0,5.0
41579,2016-034A,LEO - Sun-Synchronous,0.0,935,963,0.003386550556361877,99.27,104.03,900.0,5.0
44517,2019-057A,LEO - Sun-Synchronous,0.0,945,958,0.0015713767677988637,99.3,103.9,900.0,5.0
33331,2008-042A,LEO - Sun-Synchronous,0.0,671,686,0.0019412449851171217,98.1,98.3,1955.0,7.0
43823,2018-100A,GEO - Equatorial,128.2,35783,35787,5.132152938157557e-05,0.05,1436.04,3507.0,10.0
45246,2020-013B,GEO - Equatorial,128.0,35782,35792,0.0001282972390434158,0.04,1436.13,3379.0,10.0
22049,1992-044A,HEO - Deep Highly Eccentric,0.0,49551,191451,0.5736299985447019,9.39,2474.83,980.0,
48962,2021-059CM,LEO - Sun-Synchronous,0.0,520,533,0.0017513134851138354,97.5,95.1,3.0,
46278,2020-061G,LEO - Sun-Synchronous,0.0,515,518,0.00040524111846548696,97.5,94.5,15.0,
47509,2021-006DA,LEO - Sun-Synchronous,0.0,528,535,0.0009417462666487286,97.5,95.2,15.0,
41602,2016-040D,LEO - Sun-Synchronous,0.0,500,512,0.001625575724735844,97.5,94.7,15.0,
38337,2012-025A,LEO - Sun-Synchronous,0.0,701,704,0.0003858520900321543,98.2,98.8,1900.0,5.0
52888,2022-064A,LEO - Non-Polar Inclined,0.0,1111,1125,0.0016267720195212642,51.9,113.0,715.0,15.0
25652,1999-012D,LEO - Non-Polar Inclined,0.0,1411,1417,0.0006523157208088715,52,114.1,450.0,10.0
31571,2007-020A,LEO - Non-Polar Inclined,0.0,1411,1416,0.0005436555398499511,52,114.1,450.0,10.0
32265,2007-048C,LEO - Non-Polar Inclined,0.0,1412,1415,0.00032619332390997064,52,114.1,450.0,10.0
32263,2007-048A,LEO - Non-Polar Inclined,0.0,1413,1414,0.00010873110796999022,52,114.1,450.0,10.0
31573,2007-020C,LEO - Non-Polar Inclined,0.0,1411,1416,0.0005436555398499511,52,114.1,450.0,10.0
32264,2007-048B,LEO - Non-Polar Inclined,0.0,1412,1415,0.00032619332390997064,52,114.1,450.0,10.0
31576,2007-020F,LEO - Non-Polar Inclined,0.0,1412,1415,0.00032619332390997064,52,114.1,450.0,10.0
31574,2007-020D,LEO - Non-Polar Inclined,0.0,1412,1416,0.0004348771472059143,52,114.1,450.0,10.0
37193,2010-054F,LEO - Non-Polar Inclined,0.0,1413,1414,0.00010873110796999022,52,114.1,700.0,15.0
37189,2010-054B,LEO - Non-Polar Inclined,0.0,1413,1415,0.00021743857360295715,52,114.1,700.0,15.0
37192,2010-054E,LEO - Non-Polar Inclined,0.0,1413,1415,0.00021743857360295715,52,114.1,700.0,15.0
37190,2010-054C,LEO - Non-Polar Inclined,0.0,1412,1415,0.00032619332390997064,52,114.1,700.0,15.0
37191,2010-054D,LEO - Non-Polar Inclined,0.0,1413,1414,0.00010873110796999022,52,114.1,700.0,15.0
39076,2013-005E,LEO - Non-Polar Inclined,0.0,1412,1415,0.00032619332390997064,51.99,114.08,700.0,15.0
37188,2010-054A,LEO - Non-Polar Inclined,0.0,1413,1414,0.00010873110796999022,52,114.1,700.0,15.0
38041,2011-080B,LEO - Non-Polar Inclined,0.0,1413,1414,0.00010873110796999022,52,114.1,700.0,15.0
37743,2011-033E,LEO - Non-Polar Inclined,0.0,1412,1415,0.00032619332390997064,52,114.1,700.0,15.0
38042,2011-080C,LEO - Non-Polar Inclined,0.0,1413,1414,0.00010873110796999022,52,114.1,700.0,15.0
37739,2011-033A,LEO - Non-Polar Inclined,0.0,1413,1414,0.00010873110796999022,52,114.1,700.0,15.0
38040,2011-080A,LEO - Non-Polar Inclined,0.0,1413,1414,0.00010873110796999022,52,114.1,700.0,15.0
37742,2011-033D,LEO - Non-Polar Inclined,0.0,1413,1415,0.00021743857360295715,52,114.1,700.0,15.0
38045,2011-080F,LEO - Non-Polar Inclined,0.0,1413,1414,0.00010873110796999022,52,114.1,700.0,15.0
37740,2011-033B,LEO - Non-Polar Inclined,0.0,1412,1415,0.00032619332390997064,52,114.1,700.0,15.0
37744,2011-033F,LEO - Non-Polar Inclined,0.0,1413,1415,0.00021743857360295715,51.99,118.2,700.0,15.0
38044,2011-080E,LEO - Non-Polar Inclined,0.0,1413,1414,0.00010873110796999022,52,114.1,700.0,15.0
37741,2011-033C,LEO - Non-Polar Inclined,0.0,1413,1415,0.00021743857360295715,52,114.1,700.0,15.0
38043,2011-080D,LEO - Non-Polar Inclined,0.0,1413,1414,0.00010873110796999022,52,114.1,700.0,15.0
39073,2013-005B,LEO - Non-Polar Inclined,0.0,1412,1415,0.00032619332390997064,51.98,113.35,700.0,15.0
39074,2013-005C,LEO - Non-Polar Inclined,0.0,1413,1414,0.00010873110796999022,51.99,103.44,700.0,15.0
39077,2013-005F,LEO - Non-Polar Inclined,0.0,1413,1414,0.00010873110796999022,51.98,114.08,700.0,15.0
39075,2013-005D,LEO - Non-Polar Inclined,0.0,1413,1414,0.00010873110796999022,52.01,103.48,700.0,15.0
39072,2013-005A,LEO - Non-Polar Inclined,0.0,1370,1391,0.002299857627861132,52.01,113.96,700.0,15.0
54031,2022-130A,MEO - Non-Polar Inclined,0.0,19110,19149,0.000873871249635887,64.8,676.2,1415.0,7.0
37372,2011-009A,MEO - Non-Polar Inclined,0.0,19116,19146,0.0006721634701559419,64.77,675.78,935.0,10.0
40315,2014-075A,MEO - Non-Polar Inclined,0.0,19103,19178,0.0016796936238830038,64.83,676.15,935.0,10.0
46805,2020-075A,MEO - Non-Polar Inclined,0.0,19103,19146,0.0009637150093009704,64.8,675.5,1415.0,7.0
52984,2022-075A,MEO - Non-Polar Inclined,0.0,19103,19156,0.0011875686213000515,64.8,676.15,974.0,10.0
29670,2006-062A,MEO - Non-Polar Inclined,0.0,19130,19130,0.0,64.8,675.75,1480.0,7.0
29671,2006-062B,MEO - Non-Polar Inclined,0.0,19130,19130,0.0,64.8,675.75,1480.0,7.0
32276,2007-052B,MEO - Non-Polar Inclined,0.0,19094,19171,0.0017251036182368096,64.9,675.83,1480.0,7.0
32275,2007-052A,MEO - Non-Polar Inclined,0.0,19124,19133,0.00020167163376431308,64.9,675.67,1480.0,7.0
32393,2007-065A,MEO - Non-Polar Inclined,0.0,19142,19378,0.005257295611494765,64.66,680.91,1480.0,7.0
32395,2007-065C,MEO - Non-Polar Inclined,0.0,19147,19365,0.004857181052537765,64.67,680.75,1480.0,7.0
36111,2009-070A,MEO - Non-Polar Inclined,0.0,19132,19419,0.006388994011709445,64.81,681.53,1415.0,7.0
36400,2010-007A,MEO - Non-Polar Inclined,0.0,19119,19146,0.0006049064635375827,64.76,675.85,1415.0,7.0
36402,2010-007C,MEO - Non-Polar Inclined,0.0,19131,19133,4.480889008379262e-05,64.77,675.81,1415.0,7.0
36112,2009-070B,MEO - Non-Polar Inclined,0.0,18864,19130,0.005995852493012353,64.78,670.47,1415.0,7.0
36401,2010-007B,MEO - Non-Polar Inclined,0.0,19128,19135,0.0001568346290861022,64.77,675.81,1415.0,7.0
37139,2010-041C,MEO - Non-Polar Inclined,0.0,18909,19123,0.0048196027205981715,64.82,671.2,1415.0,7.0
37867,2011-064A,MEO - Non-Polar Inclined,0.0,19142,19204,0.001386528312013597,64.8,677.46,1415.0,7.0
37868,2011-064B,MEO - Non-Polar Inclined,0.0,19150,19199,0.0010957311210000225,64.8,677.5,1415.0,7.0
37869,2011-064C,MEO - Non-Polar Inclined,0.0,19139,19212,0.0016323427472552045,64.78,677.54,1415.0,7.0
39155,2013-019A,MEO - Non-Polar Inclined,0.0,19087,19173,0.0019269549630293525,64.77,675.73,1415.0,7.0
41330,2016-008A,MEO - Non-Polar Inclined,0.0,19106,19154,0.0010755097468070805,64.8,675.75,1415.0,7.0
42939,2017-055A,MEO - Non-Polar Inclined,0.0,19103,19156,0.0011875686213000515,64.8,675.75,1415.0,7.0
41554,2016-032A,MEO - Non-Polar Inclined,0.0,19094,19153,0.0013223659143375844,64.8,675.49,1415.0,7.0
40001,2014-032A,MEO - Non-Polar Inclined,0.0,19114,19146,0.000717006497871387,64.77,675.73,1415.0,7.0
43508,2018-053A,MEO - Non-Polar Inclined,0.0,19121,19154,0.000739164520103035,64.8,676.03,1415.0,7.0
43687,2018-086A,MEO - Non-Polar Inclined,0.0,19123,19163,0.0008957362952346829,64.8,767.2,1415.0,7.0
44299,2019-030A,MEO - Non-Polar Inclined,0.0,19097,19162,0.0014564520827264782,64.8,675.7,1415.0,7.0
44850,2019-088A,MEO - Non-Polar Inclined,0.0,19003,19149,0.003279277660482458,64.8,673.1,1415.0,7.0
45358,2020-018A,MEO - Non-Polar Inclined,0.0,19131,19155,0.0005374417771408098,64.8,676.2,1415.0,7.0
47346,2021-004A,LEO - Polar,0.0,1210,1217,0.000795725815618961,90,109.7,50.0,
46266,2020-059B,LEO - Sun-Synchronous,0.0,599,609,0.0013196093956188968,97.9,96.7,30.0,
48910,2021-059AH,LEO - Sun-Synchronous,0.0,522,536,0.001884760366182014,97.5,94.5,30.0,
52158,2022-033B,LEO - Sun-Synchronous,0.0,637,653,0.0020887728459530026,98,96.0,30.0,
29155,2006-018A,GEO - Equatorial,75.0,35768,35801,0.0004234080498851666,0.28,1436.0,3200.0,7.0
